,album_title,song_title,lyrics,lemmatize_lyrics
211,Midnights_TheTilDawnEdition_,You're On Your Own Kid,"Summer went away, still, the yearning stays I play it cool with the best of them I wait patiently, hes gonna notice me Its okay, were the best of friends Anyway I hear it in your voice, youre smoking with your boys I touch my phone as if its your face I didnt choose this town, I dream of getting out Theres just one who could make me stay All my days  From sprinkler splashes to fireplace ashes I waited ages to see you there I search the party of better bodies Just to learn that you never cared  Youre on your own, kid You always have been  I see the great escape, so long, Daisy May I picked the petals, he loves me not Something different bloomed, writing in my room I play my songs in the parking lot Ill run away  From sprinkler splashes to fireplace ashes I called a taxi to take me there I search the party of better bodies Just to learn that my dreams arent rare  Youre on your own, kid You always have been   From sprinkler splashes to fireplace ashes I gave my blood, sweat, and tears for this I hosted parties and starved my body Like Id be saved by a perfect kiss The jokes werent funny, I took the money My friends from home dont know what to say I looked around in a blood-soaked gown And I saw something they cant take away Cause there were pages turned with the bridges burned Everything you lose is a step you take So, make the friendship bracelets, take the moment and taste it Youve got no reason to be afraid  Youre on your own, kid Yeah, you can face this Youre on your own, kid You always have been",summer went away still the yearning stay i play it cool with the best of them i wait patiently he gonna notice me it okay were the best of friend anyway i hear it in your voice youre smoking with your boy i touch my phone a if it your face i didnt choose this town i dream of getting out there just one who could make me stay all my day from sprinkler splash to fireplace ash i waited age to see you there i search the party of better body just to learn that you never cared youre on your own kid you always have been i see the great escape so long daisy may i picked the petal he love me not something different bloomed writing in my room i play my song in the parking lot ill run away from sprinkler splash to fireplace ash i called a taxi to take me there i search the party of better body just to learn that my dream arent rare youre on your own kid you always have been from sprinkler splash to fireplace ash i gave my blood sweat and tear for this i hosted party and starved my body like id be saved by a perfect kiss the joke werent funny i took the money my friend from home dont know what to say i looked around in a blood-soaked gown and i saw something they cant take away cause there were page turned with the bridge burned everything you lose is a step you take so make the friendship bracelet take the moment and taste it youve got no reason to be afraid youre on your own kid yeah you can face this youre on your own kid you always have been
212,Midnights_TheTilDawnEdition_,Lavender Haze,"Meet me at midnight  Staring at the ceiling with you Oh, you dont ever say too much And you dont really read into My melancholia  I been under scrutiny (Yeah, oh, yeah) You handle it beautifully (Yeah, oh, yeah) All this shit is new to me (Yeah, oh, yeah)  I feel The lavender haze creeping up on me Surreal Im damned if I do give a damn what people say No deal The 1950s shit they want from me I just wanna stay in that lavender haze  All they keep asking me (All they keep asking me) Is if Im gonna be your bride The only kinda girl they see (Only kinda girl they see) Is a one-night or a wife  I find it dizzying (Yeah, oh, yeah) Theyre bringing up my history (Yeah, oh, yeah) But you werent even listening (Yeah, oh, yeah)  I feel The lavender haze creepin up on me Surreal Im damned if I do give a damn what people say No deal The 1950s shit they want from me I just wanna stay in that lavender haze  That lavender haze  Talk your talk and go viral I just need this love spiral Get it off your chest Get it off my desk (Get it off my desk) Talk your talk and go viral I just need this love spiral Get it off your chest Get it off my desk  I feel (I feel) The lavender haze creeping up on me Surreal Im damned if I do give a damn what people say No deal (No deal) The 1950s shit they want from me I just wanna stay in that lavender haze  Get it off your chest Get it off my desk That lavender haze I just wanna stay I just wanna stay in that lavender haze",meet me at midnight staring at the ceiling with you oh you dont ever say too much and you dont really read into my melancholia i been under scrutiny (yeah oh yeah) you handle it beautifully (yeah oh yeah) all this shit is new to me (yeah oh yeah) i feel the lavender haze creeping up on me surreal im damned if i do give a damn what people say no deal the 1950s shit they want from me i just wanna stay in that lavender haze all they keep asking me (all they keep asking me) is if im gonna be your bride the only kinda girl they see (only kinda girl they see) is a one-night or a wife i find it dizzying (yeah oh yeah) theyre bringing up my history (yeah oh yeah) but you werent even listening (yeah oh yeah) i feel the lavender haze creepin up on me surreal im damned if i do give a damn what people say no deal the 1950s shit they want from me i just wanna stay in that lavender haze that lavender haze talk your talk and go viral i just need this love spiral get it off your chest get it off my desk (get it off my desk) talk your talk and go viral i just need this love spiral get it off your chest get it off my desk i feel (i feel) the lavender haze creeping up on me surreal im damned if i do give a damn what people say no deal (no deal) the 1950s shit they want from me i just wanna stay in that lavender haze get it off your chest get it off my desk that lavender haze i just wanna stay i just wanna stay in that lavender haze
213,Midnights_TheTilDawnEdition_,Snow On The Beach (feat More Lana Del Rey),"One night, a few moons ago I saw flecks of what couldve been lights But it might just have been you Passing by unbeknownst to me Life is emotionally abusive And time cant stop me quite like you did And my flight was awful, thanks for asking Im unglued, thanks to you  And its like snow at the beach Weird, but fuckin beautiful Flying in a dream Stars by the pocketful You wanting me Tonight feels impossible But its comin down No sound, its all around  Like snow on the beach Like snow on the beach Like snow on the beach Like snow, ah, ah  This scene feels like what I once saw on a screen I searched ""aurora borealis green"" Ive never seen someone lit from within Blurring out my periphery My smile is like I won a contest And to hide that would be so dishonest And its fine to fake it til you make it Til you do, til its true  Now, its like snow at the beach Weird, but fuckin beautiful Flying in a dream Stars by the pocketful You wanting me Tonight feels impossible But its comin down No sound, its all around  Like snow on the beach (Mmm) Like snow on the beach Like snow on the beach (Mmm) Like snow, ah, ah  I (I) cant (Cant) speak, afraid to jinx it I (I) dont (Dont) even dare to wish it But your eyes are flying saucers from another planet Now, Im all for you like Janet Can this be a real thing? Can it?  Are we falling like snow at the beach? (Snow at the beach) Weird, but fuckin beautiful Flying in a dream (Flying in a dream) Stars by the pocketful You wanting me (You wanting me) Tonight feels impossible But its comin down No sound, its all around  Like snow on the beach (Snow on the beach; Mmm) Like snow on the beach (Flying in a dream) Like snow on the beach (You wanting me; Mmm) Like snow, ah But its comin down No sound, its all around  Like snow on the beach Like snow, like snow, uh-huh, yeah","one night a few moon ago i saw fleck of what couldve been light but it might just have been you passing by unbeknownst to me life is emotionally abusive and time cant stop me quite like you did and my flight wa awful thanks for asking im unglued thanks to you and it like snow at the beach weird but fuckin beautiful flying in a dream star by the pocketful you wanting me tonight feel impossible but it comin down no sound it all around like snow on the beach like snow on the beach like snow on the beach like snow ah ah this scene feel like what i once saw on a screen i searched ""aurora borealis green"" ive never seen someone lit from within blurring out my periphery my smile is like i won a contest and to hide that would be so dishonest and it fine to fake it til you make it til you do til it true now it like snow at the beach weird but fuckin beautiful flying in a dream star by the pocketful you wanting me tonight feel impossible but it comin down no sound it all around like snow on the beach (mmm) like snow on the beach like snow on the beach (mmm) like snow ah ah i (i) cant (cant) speak afraid to jinx it i (i) dont (dont) even dare to wish it but your eye are flying saucer from another planet now im all for you like janet can this be a real thing? can it? are we falling like snow at the beach? (snow at the beach) weird but fuckin beautiful flying in a dream (flying in a dream) star by the pocketful you wanting me (you wanting me) tonight feel impossible but it comin down no sound it all around like snow on the beach (snow on the beach; mmm) like snow on the beach (flying in a dream) like snow on the beach (you wanting me; mmm) like snow ah but it comin down no sound it all around like snow on the beach like snow like snow uh-huh yeah"
214,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,How Did It End?,"(Uh-oh, uh-oh)  We hereby conduct this post-mortem He was a hot house flower to my outdoorsman Our maladies were such we could not cure them And so a touch that was my birthright became foreign  Come one, come all, its happenin again The empathetic hunger descends Well tell no one except all of our friends We must know How did it end? (Uh-oh, uh-oh)  We were blind to unforeseen circumstances We learned thе right steps to different dancеs And fell victim to interlopers glances Lost the game of chance, what are the chances? Soon, theyll go home to their husbands Smug cause they know they can trust him Then feverishly calling their cousins  ""Guess who we ran into at the shops? Walking in circles like she was lost Didnt you hear? They called it all off"" One gasp and then ""How did it end?""  Say it once again with feeling How the death rattle breathing Silenced as the soul was leaving The deflation of our dreaming Leaving me bereft and reeling My beloved ghost and me Sitting in a tree D-Y-I-N-G  Its happenin again How did it end? I cant pretend like I understand How did it end?  Come one, come all, its happenin again The empathetic hunger descends Well tell no one except all of our friends But I still dont know How did it end","(uh-oh uh-oh) we hereby conduct this post-mortem he wa a hot house flower to my outdoorsman our malady were such we could not cure them and so a touch that wa my birthright became foreign come one come all it happenin again the empathetic hunger descends well tell no one except all of our friend we must know how did it end? (uh-oh uh-oh) we were blind to unforeseen circumstance we learned thе right step to different dancеs and fell victim to interloper glance lost the game of chance what are the chances? soon theyll go home to their husband smug cause they know they can trust him then feverishly calling their cousin ""guess who we ran into at the shops? walking in circle like she wa lost didnt you hear? they called it all off"" one gasp and then ""how did it end?"" say it once again with feeling how the death rattle breathing silenced a the soul wa leaving the deflation of our dreaming leaving me bereft and reeling my beloved ghost and me sitting in a tree d-y-i-n-g it happenin again how did it end? i cant pretend like i understand how did it end? come one come all it happenin again the empathetic hunger descends well tell no one except all of our friend but i still dont know how did it end"
215,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,The Bolter,"By all accounts, she almost drowned When she was six in frigid water And I can confirm she made A curious child, ever reviled By everyone except her own father With a quite bewitching face Splendidly selfish, charmingly helpless Excellent fun til you get to know her Then she runs like its a race Behind her back, her best mates laughed And they nicknamed her ""The Bolter""  Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evening Ended with the slam of a door Then hell call her a whore Wish he wouldnt be sore But as she was leaving It felt like breathing  All her fuckin lives Flashed before her eyes It feels like the time She fell through the ice Then came out alive  He was a cad, wanted her bad Just like any good trophy hunter And she liked the way it tastes Taming a bear, making him care Watching him jump then pulling him under And at first blush, this is fate When its all roses, portrait poses Central Park Lake in tiny rowboats What a charming Saturday Thats when she sees the littlest leaks Down in the floorboards And she just knows she must bolt  Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evening Ended with the slam of a door Then hell call her a whore Wish he wouldnt be sore But as she was leaving It felt like breathing  All her fuckin lives Flashed before her eyes (Ah-ah-ah) It feels like the time She fell through the ice Then came out alive  Shes been many places with Men of many faces First, theyre off to the races And shes laughing, drawin aces But none of it is changin That the chariot is waitin Hearts are hers for the breakin Theres escape in escaping  Started with a kiss ""Oh, we must stop meeting like this"" But it always ends up with a town car speeding Out the drive one evenin Ended with the slam of a door But shes got the best stories You can be sure That as she was leaving It felt like freedom  All her fuckin lives Flashed before her eyes (And she realized) It feels like the time She fell through the ice Then came out alive","by all account she almost drowned when she wa six in frigid water and i can confirm she made a curious child ever reviled by everyone except her own father with a quite bewitching face splendidly selfish charmingly helpless excellent fun til you get to know her then she run like it a race behind her back her best mate laughed and they nicknamed her ""the bolter"" started with a kiss ""oh we must stop meeting like this"" but it always end up with a town car speeding out the drive one evening ended with the slam of a door then hell call her a whore wish he wouldnt be sore but a she wa leaving it felt like breathing all her fuckin life flashed before her eye it feel like the time she fell through the ice then came out alive he wa a cad wanted her bad just like any good trophy hunter and she liked the way it taste taming a bear making him care watching him jump then pulling him under and at first blush this is fate when it all rose portrait pose central park lake in tiny rowboat what a charming saturday thats when she see the littlest leak down in the floorboard and she just know she must bolt started with a kiss ""oh we must stop meeting like this"" but it always end up with a town car speeding out the drive one evening ended with the slam of a door then hell call her a whore wish he wouldnt be sore but a she wa leaving it felt like breathing all her fuckin life flashed before her eye (ah-ah-ah) it feel like the time she fell through the ice then came out alive shes been many place with men of many face first theyre off to the race and shes laughing drawin ace but none of it is changin that the chariot is waitin heart are hers for the breakin there escape in escaping started with a kiss ""oh we must stop meeting like this"" but it always end up with a town car speeding out the drive one evenin ended with the slam of a door but shes got the best story you can be sure that a she wa leaving it felt like freedom all her fuckin life flashed before her eye (and she realized) it feel like the time she fell through the ice then came out alive"
216,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,Peter,"Forgive me, Peter My lost fearless leader In closets like cedar Preserved from when we were just kids Is it somethin I did? The goddess of timing Once found us beguiling She said she was trying Peter, was she lying? My ribs get the feeling she did  And I didnt wanna come down I thought it was just goodbye for now  You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Thеn you were gonna come find mе Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans-deep But never to keep Oh, never to keep  Are you still a mind reader? A natural scene-stealer? Ive heard great things, Peter But life was always easier on you Than it was on me And sometimes it gets me When crossing your jet stream We both did the best we could do Underneath the same moon In different galaxies  And I didnt wanna hang around We said it was just goodbye for now  You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans-deep But never to keep Never to keep  And I wont confess that I waited, but I let the lamp burn As the men masqueraded, I hoped youd return With your feet on the ground, tell me all that youd learned Cause loves never lost when perspective is earned And you said youd come and get me, but you were twenty-five And the shelf life of those fantasies has expired Lost to the ""Lost Boys"" chapter of your life Forgive me, Peter, please know that I tried To hold on (Hold on) to the days (To the days) When you were mine But the woman who sits by the window Has turned out the light  You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up You said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Said you were gonna grow up Then you were gonna come find me Words from the mouths of babes Promises oceans-deep But never to keep","forgive me peter my lost fearless leader in closet like cedar preserved from when we were just kid is it somethin i did? the goddess of timing once found u beguiling she said she wa trying peter wa she lying? my rib get the feeling she did and i didnt wanna come down i thought it wa just goodbye for now you said you were gonna grow up then you were gonna come find me said you were gonna grow up thеn you were gonna come find mе said you were gonna grow up then you were gonna come find me word from the mouth of babe promise oceans-deep but never to keep oh never to keep are you still a mind reader? a natural scene-stealer? ive heard great thing peter but life wa always easier on you than it wa on me and sometimes it get me when crossing your jet stream we both did the best we could do underneath the same moon in different galaxy and i didnt wanna hang around we said it wa just goodbye for now you said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me word from the mouth of babe promise oceans-deep but never to keep never to keep and i wont confess that i waited but i let the lamp burn a the men masqueraded i hoped youd return with your foot on the ground tell me all that youd learned cause love never lost when perspective is earned and you said youd come and get me but you were twenty-five and the shelf life of those fantasy ha expired lost to the ""lost boys"" chapter of your life forgive me peter please know that i tried to hold on (hold on) to the day (to the days) when you were mine but the woman who sits by the window ha turned out the light you said you were gonna grow up then you were gonna come find me said you were gonna grow up you said you were gonna grow up then you were gonna come find me said you were gonna grow up you said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me said you were gonna grow up then you were gonna come find me word from the mouth of babe promise oceans-deep but never to keep"
217,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,imgonnagetyouback,"Yeah  Lilac short skirt, the one that fits me like skin Did your research, you knew the price goin in And Ill tell you one thing, honey I can tell when somebody still wants me, come clean Standin at the bar like somethings funny, bubbly Once you fix your face, Im goin in (Yeah)  Whether Im gonna be your wife or Gonna smash up your bike, I havent decided yet But Im gonna get you back Whether Im gonna curse you out or Take you back to my house, I havent decidеd yet But Im gonna get you back  I, I hear thе whispers in your eyes Ill make you wanna think twice Youll find that you were never not mine (Youre mine)  Small talk, big love, act like I dont care what you did Im an Aston Martin that you steered straight into the ditch Then ran and hid And Ill tell you one thing, honey I can take the upper hand and touch your body Flip the script and leave you like a dumb house party Or I might just love you til the end  Whether Im gonna be your wife or Gonna smash up your bike, I havent decided yet But Im gonna get you back Whether Im gonna flip you off or Pull you into the closet, I havent decided yet But Im gonna get you back  I, I hear the whispers in your eyes Ill make you wanna think twice Youll find that you were never not mine (Youre mine)  I can feel it coming, humming in the way you move Push the reset button, were becomin something new Say you got somebody, Ill say I got someone too Even if its handcuffed, Im leavin here with you Bygones will be bygone, eras fadin into gray (Fading into gray) We broke all the pieces, but still wanna play the game (Oh) Told my friends I hate you, but I love you just the same Pick your poison, babe, Im poison either way  Whether Im gonna be your wife or Gonna smash up your bike, I havent decided yet But Im gonna get you back Whether Im gonna curse you out or Take you back to my house, I havent decided yet But Im gonna get you back  I, I hear the whispers in your eyes Ill make you wanna think twice Youll find that you were never not mine  Im gonna get you back",yeah lilac short skirt the one that fit me like skin did your research you knew the price goin in and ill tell you one thing honey i can tell when somebody still want me come clean standin at the bar like somethings funny bubbly once you fix your face im goin in (yeah) whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna curse you out or take you back to my house i havent decidеd yet but im gonna get you back i i hear thе whisper in your eye ill make you wanna think twice youll find that you were never not mine (youre mine) small talk big love act like i dont care what you did im an aston martin that you steered straight into the ditch then ran and hid and ill tell you one thing honey i can take the upper hand and touch your body flip the script and leave you like a dumb house party or i might just love you til the end whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna flip you off or pull you into the closet i havent decided yet but im gonna get you back i i hear the whisper in your eye ill make you wanna think twice youll find that you were never not mine (youre mine) i can feel it coming humming in the way you move push the reset button were becomin something new say you got somebody ill say i got someone too even if it handcuffed im leavin here with you bygone will be bygone era fadin into gray (fading into gray) we broke all the piece but still wanna play the game (oh) told my friend i hate you but i love you just the same pick your poison babe im poison either way whether im gonna be your wife or gonna smash up your bike i havent decided yet but im gonna get you back whether im gonna curse you out or take you back to my house i havent decided yet but im gonna get you back i i hear the whisper in your eye ill make you wanna think twice youll find that you were never not mine im gonna get you back
218,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,Down Bad,"Did you really beam me up In a cloud of sparkling dust Just to do experiments on? Tell me I was the chosen one Showed me that this world is bigger than us Then sent me back where I came from  For a moment, I knew cosmic love  Now Im down bad, cryin at the gym Everything comes out teenage petulance ""Fuck it if I cant have him"" ""I might just die, it would make no difference"" Down bad, wakin up in blood Starin at the sky, come back and pick me up Fuck it if I cant have us I might just not get up, I might stay  Down bad Fuck it if I cant have him Down bad Fuck it if I cant have him  Did you take all my old clothes Just to leave me here, naked and alone In a field in my same old town That somehow seems so hollow now? Theyll say Im nuts if I talk about The existence of you  For a moment, I was heavenstruck  Now Im down bad, cryin at the gym (Cryin at the gym) Everything comes out teenage petulance ""Fuck it if I cant have him"" (Fuck it if I cant have him) ""I might just die, it would make no difference"" Down bad, wakin up in blood (Wakin up in blood) Starin at the sky, come back and pick me up Fuck it if I cant have us I might just not get up, I might stay  Down bad (Like I lost my twin) Fuck it if I cant have him (Down bad) Down bad (Wavin at the ship) Fuck it if I cant have him  I loved your hostile takeovers Encounters closer and closer All your indecent exposures How dare you say that its— Ill build you a fort on some planet Where they can all understand it How dare you think its romantic Leaving me safe and stranded Cause fuck it, I was in love So fuck you if I cant have us Cause fuck it, I was in love  Now Im down bad, cryin at the gym (Cryin at the gym) Everything comes out teenage petulance ""Fuck it if I cant have him"" (Cant have him) ""I might just die, it would make no difference"" Down bad, wakin up in blood (Wakin up in blood) Starin at the sky, come back and pick me up Fuck it if I cant have us I might just not get up, I might stay  Down bad (Like I lost my twin) Fuck it if I cant have him (Im down bad) Down bad (Wavin at the ship) Fuck it if I cant have him  Like I lost my twin Fuck it if I cant have him Down bad (Wavin at the ship) Fuck it if I cant have him","did you really beam me up in a cloud of sparkling dust just to do experiment on? tell me i wa the chosen one showed me that this world is bigger than u then sent me back where i came from for a moment i knew cosmic love now im down bad cryin at the gym everything come out teenage petulance ""fuck it if i cant have him"" ""i might just die it would make no difference"" down bad wakin up in blood starin at the sky come back and pick me up fuck it if i cant have u i might just not get up i might stay down bad fuck it if i cant have him down bad fuck it if i cant have him did you take all my old clothes just to leave me here naked and alone in a field in my same old town that somehow seems so hollow now? theyll say im nut if i talk about the existence of you for a moment i wa heavenstruck now im down bad cryin at the gym (cryin at the gym) everything come out teenage petulance ""fuck it if i cant have him"" (fuck it if i cant have him) ""i might just die it would make no difference"" down bad wakin up in blood (wakin up in blood) starin at the sky come back and pick me up fuck it if i cant have u i might just not get up i might stay down bad (like i lost my twin) fuck it if i cant have him (down bad) down bad (wavin at the ship) fuck it if i cant have him i loved your hostile takeover encounter closer and closer all your indecent exposure how dare you say that its— ill build you a fort on some planet where they can all understand it how dare you think it romantic leaving me safe and stranded cause fuck it i wa in love so fuck you if i cant have u cause fuck it i wa in love now im down bad cryin at the gym (cryin at the gym) everything come out teenage petulance ""fuck it if i cant have him"" (cant have him) ""i might just die it would make no difference"" down bad wakin up in blood (wakin up in blood) starin at the sky come back and pick me up fuck it if i cant have u i might just not get up i might stay down bad (like i lost my twin) fuck it if i cant have him (im down bad) down bad (wavin at the ship) fuck it if i cant have him like i lost my twin fuck it if i cant have him down bad (wavin at the ship) fuck it if i cant have him"
219,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,I Can Do It With A Broken Heart,"I can read your mind ""Shes having the time of her life"" There in her glittering prime The lights refract sequin stars off her silhouette every night I can show you lies (One, two, three, four)  Cause Im a real tough kid I can handle my shit They said, ""Babe, you gotta fake it til you make it"" and I did Lights, camera, bitch, smile Even when you wanna die He said hed love me all his life But that life was too short Breaking down, I hit the floor All the piеces of me shatterеd as the crowd was chanting, ""More"" I was grinnin like Im winnin I was hittin my marks Cause I can do it with a broken heart (One, two, three, four)  Im so depressed, I act like its my birthday every day Im so obsessed with him, but he avoids me like the plague I cry a lot, but I am so productive, its an art You know youre good when you can even do it with a broken heart  I can hold my breath Ive been doin it since he left I keep finding his things in drawers Crucial evidence I didnt imagine the whole thing Im sure I can pass this test (One, two, three, four)  Cause Im a real tough kid I can handle my shit They said, ""Babe, you gotta fake it til you make it"" and I did Lights, camera, bitch, smile In stilettos for miles He said hed love me for all time But that time was quite short Breaking down, I hit the floor All the pieces of me shattered as the crowd was chanting, ""More"" I was grinnin like Im winnin I was hittin my marks Cause I can do it with a broken heart (One, two, three, four)  Im so depressed, I act like its my birthday every day Im so obsessed with him, but he avoids me (He avoids me), like the plague I cry a lot, but I am so productive, its an art You know youre good when you can even do it with a broken heart  You know youre good when you can even do it with a broken heart You know youre good And Im good Cause Im miserable (Haha) And nobody even knows Ah, try and come for my job","i can read your mind ""shes having the time of her life"" there in her glittering prime the light refract sequin star off her silhouette every night i can show you lie (one two three four) cause im a real tough kid i can handle my shit they said ""babe you gotta fake it til you make it"" and i did light camera bitch smile even when you wanna die he said hed love me all his life but that life wa too short breaking down i hit the floor all the piеces of me shatterеd a the crowd wa chanting ""more"" i wa grinnin like im winnin i wa hittin my mark cause i can do it with a broken heart (one two three four) im so depressed i act like it my birthday every day im so obsessed with him but he avoids me like the plague i cry a lot but i am so productive it an art you know youre good when you can even do it with a broken heart i can hold my breath ive been doin it since he left i keep finding his thing in drawer crucial evidence i didnt imagine the whole thing im sure i can pas this test (one two three four) cause im a real tough kid i can handle my shit they said ""babe you gotta fake it til you make it"" and i did light camera bitch smile in stiletto for mile he said hed love me for all time but that time wa quite short breaking down i hit the floor all the piece of me shattered a the crowd wa chanting ""more"" i wa grinnin like im winnin i wa hittin my mark cause i can do it with a broken heart (one two three four) im so depressed i act like it my birthday every day im so obsessed with him but he avoids me (he avoids me) like the plague i cry a lot but i am so productive it an art you know youre good when you can even do it with a broken heart you know youre good when you can even do it with a broken heart you know youre good and im good cause im miserable (haha) and nobody even know ah try and come for my job"
220,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,Guilty as Sin?,"Drownin in the Blue Nile He sent me ""Downtown Lights"" I hadnt heard it in a while My boredoms bone-deep This cage was once just fine Am I allowed to cry? I dream of crackin locks Throwin my life to the wolves or the ocean rocks Crashin into him tonight, hes a paradox Im seeing visions Am I bad or mad or wise?  What if hes written ""mine"" on my upper thigh only in my mind? One slip and fallin back into the hedge maze Oh, what a way to die I keep recalling things we never did Messy top-lip kiss, how I long for our trysts Without ever touchin his skin How can I be guilty as sin?  I keep these longings lockеd In lowercase, inside a vault Somеone told me, ""Theres no such thing as bad thoughts Only your actions talk"" These fatal fantasies Giving way to labored breath, takin all of me Weve already done it in my head If its make-believe Why does it feel like a vow well both uphold somehow?  What if hes written ""mine"" on my upper thigh only in my mind? One slip and fallin back into the hedge maze Oh, what a way to die My bed sheets are ablaze Ive screamed his name Buildin up like waves crashin over my grave Without ever touchin his skin How can I be guilty as sin?  What if I roll the stone away? Theyre gonna crucify me anyway What if the way you hold me is actually whats holy? If long-suffering propriety is what they want from me They dont know how youve haunted me so stunningly I choose you and me religiously  What if hes written ""mine"" on my upper thigh only in my mind? One slip and fallin back into the hedge maze Oh, what a way to die I keep recalling things we never did Messy top-lip kiss, how I long for our trysts Without ever touchin his skin How can I be guilty as sin?  He sent me ""Downtown Lights"" I hadnt heard it in a while Am I allowed to cry?","drownin in the blue nile he sent me ""downtown lights"" i hadnt heard it in a while my boredom bone-deep this cage wa once just fine am i allowed to cry? i dream of crackin lock throwin my life to the wolf or the ocean rock crashin into him tonight he a paradox im seeing vision am i bad or mad or wise? what if he written ""mine"" on my upper thigh only in my mind? one slip and fallin back into the hedge maze oh what a way to die i keep recalling thing we never did messy top-lip kiss how i long for our tryst without ever touchin his skin how can i be guilty a sin? i keep these longing lockеd in lowercase inside a vault somеone told me ""theres no such thing a bad thought only your action talk"" these fatal fantasy giving way to labored breath takin all of me weve already done it in my head if it make-believe why doe it feel like a vow well both uphold somehow? what if he written ""mine"" on my upper thigh only in my mind? one slip and fallin back into the hedge maze oh what a way to die my bed sheet are ablaze ive screamed his name buildin up like wave crashin over my grave without ever touchin his skin how can i be guilty a sin? what if i roll the stone away? theyre gonna crucify me anyway what if the way you hold me is actually whats holy? if long-suffering propriety is what they want from me they dont know how youve haunted me so stunningly i choose you and me religiously what if he written ""mine"" on my upper thigh only in my mind? one slip and fallin back into the hedge maze oh what a way to die i keep recalling thing we never did messy top-lip kiss how i long for our tryst without ever touchin his skin how can i be guilty a sin? he sent me ""downtown lights"" i hadnt heard it in a while am i allowed to cry?"
221,THETORTUREDPOETSDEPARTMENT_THEANTHOLOGY,The Black Dog,"I am someone who until recent events You shared your secrets with And your location, you forgot to turn it off And so I watch as you walk Into some bar called The Black Dog And pierce new holes in my heart You forgot to turn it off And it hits me  I just dont understand How you dont miss me in The Black Dog When someone plays ""The Starting Line"" And you jump up, but shes too young to know this song That was intertwined in the magic fabric of our dreaming Old habits die screaming  I move through the world with the heartbroken My longings stay unspoken And I may never open up thе way I did for you And all of those best laid plans You said I needed a bravе man Then proceeded to play him Until I believed it too And it kills me  I just dont understand How you dont miss me in the shower And remember how my rain-soaked body Was shakin, do you hate me? Was it hazing? For a cruel fraternity I pledged and I still mean it Old habits die screaming  Six weeks of breathin clean air I still miss the smoke Were you makin fun of me With some esoteric joke? Now I wanna sell my house And set fire to all my clothes And hire a priest to come and exorcise my demons Even if I die screaming And I hope you hear it  And I hope its shitty in The Black Dog When someone plays ""The Starting Line"" And you jump up, but shes too young to know this song That was intertwined in the tragic fabric of our dreaming Cause tail between your legs, youre leavin  I still cant believe it Cause old habits die screaming","i am someone who until recent event you shared your secret with and your location you forgot to turn it off and so i watch a you walk into some bar called the black dog and pierce new hole in my heart you forgot to turn it off and it hit me i just dont understand how you dont miss me in the black dog when someone play ""the starting line"" and you jump up but shes too young to know this song that wa intertwined in the magic fabric of our dreaming old habit die screaming i move through the world with the heartbroken my longing stay unspoken and i may never open up thе way i did for you and all of those best laid plan you said i needed a bravе man then proceeded to play him until i believed it too and it kill me i just dont understand how you dont miss me in the shower and remember how my rain-soaked body wa shakin do you hate me? wa it hazing? for a cruel fraternity i pledged and i still mean it old habit die screaming six week of breathin clean air i still miss the smoke were you makin fun of me with some esoteric joke? now i wanna sell my house and set fire to all my clothes and hire a priest to come and exorcise my demon even if i die screaming and i hope you hear it and i hope it shitty in the black dog when someone play ""the starting line"" and you jump up but shes too young to know this song that wa intertwined in the tragic fabric of our dreaming cause tail between your leg youre leavin i still cant believe it cause old habit die screaming"
